"tool_mage_url","tool","tool_description","category","upvotes","tags"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d41ac4790b22abc4b9aa82_pexels-photo-3601422.jpeg","Vacay","Vacation & Travel Chat Assistant","Research","23","For Fun"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ade7cb664ed33e354f7239_62e9cdfa9bacb86a69b82c28_Build%2520landing%2520pages%2520with%2520AI.png","Sitekick","AI-powered landing page builder","Marketing","23","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dc0dda63adce0c8400fac2_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1674167799561x184445665434060700%252Fpage-facebook-image.jpeg","resumecheck.net","Optimize resumes for specific job roles","Self-Improvement","23",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63daba2ad5bb1d42dc5f5465_Screenshot-2-1-2023-11.14.40%20AM.png","AI Text Classifier (Open AI)","Official AI detection tool from OpenAI","AI Detection","23",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ccece7a191c1acec02506_social-media-pic-2022-12-13.jpeg","Avatar AI","Create AI avatars and profile pictures","Avatar","23","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e8ac9ffa5f3d3e76eba0fe_codenull-logo.png","Codenull.ai","A platform to build AI models without coding.","Marketing","23","Finance"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c04a6be09cb576ef65b8d9_Screenshot%20(172).png","ResumAI","Use AI to quickly build a resume","Self-Improvement","23",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c466c1f47f2705bfcded90_icon_512x512.a28461.png","VanceAI Image Upscaler","Enlarge images up to 800% with improved resolution in just a few seconds","Image Improvement","23",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dc0dca9c297d4f2514d95c_og-image.png","SermonGPT","This tool quickly creates sermon outlines","Self-Improvement","23",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c2edc521eff5f049658fb8_63bcd720be351f03c95bf25f_open-graph.png","Booth.AI","Quickly generate high-quality product images with just a few steps","Marketing","23","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d4096505e43337c43f58a7_WSL_pricing_preview-thumb2.jpeg","WellSaid Labs","Convert text to voice in real time","Text-To-Speech","23",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71aaf34a3f519f9dc2ca3_63adebbb7013f8c4fc7b0d5e_Screenshot%2520(92).png","AIVA","AI-based music composition platform","Music","23",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ac281f91deafc2171e8_63b30da9939557203af354ab_Screenshot%2520(114).png","QuickVid","Create Youtube Shorts 10x faster","Generative Video","23",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dd61c366106b20af97c63a_og-image.png","AI Ghostwriter","Wordpress ChatGPT Plugin","Copywriting","23",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c9a7cc3f4cd46a95c78923_Screenshot-1-19-2023-12.27.50%20PM.png","Gling","Automatically recognise and cut silences and disfluencies from videos","Video Editing","23",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d2cb06a37b6a58844060b6_motionit-screen-1.png","MotionIt AI","AI generated slide decks","Copywriting","23",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d812d53e3845b1acb23844_card2.png","AITWO.CO","Design interiors and exteriors for rooms and buildings","For Fun","23","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cdee483ac8de932560018b_social_image.7e2cc5a63fe1.png","AiTax","AI Technology to Prepare and File Your Taxes","Finance","23",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c85d145297f50e19089631_hero.png","Kili","Build a personalised AI assistant","Chat","23","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ab47189d16967a86ec3524_share.png","CognitiveMill","Intelligent automation solutions for the media and entertainment industry","Video Editing","22",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d2cb09f8ac04548b93cf44_logo-82620720f1db35d489c0c31fc135dd3473c65a5a3f13f7b3b5a7c197c9d18ec8.png","StoriesForKids.ai","Enables parents and children to collaboratively create stories and illustrations","For Fun","22",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d1a8db16929d79ad73da46_aHR0cHM6Ly9hc3NldHMuZ3Jvb3ZlYXBwcy5jb20vaW1hZ2VzL2RjNjExOGU2LWRlNDUtNGNjNi05NDBhLTVjMTMzZWI2MjVmMi8xNjc0MTA1MTE0X1ZvaWNlVHlwZS1PRy5wbmc.webp","VoiceType","Chrome browser extension that uses AI to help write emails","Copywriting","22","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f2f8a25f6fc838ea84626e_2short-ai-logo.png","2short.ai","A tool to create youtube shorts.","Generative Video","22",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d41b21e942a4db8e5a5b5f_Meetgeek-logo-horizontal.png","MeetGeek","Automated meeting recording, transcription, summarization, insights, and more","Productivity","22","Speech-To-Text"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e4256c1fc65b2f72a3c88b_Screenshot-2-8-2023-2.42.14%20PM.png","Cody","A virtual employee that helps businesses automate tasks, answer questions, and brainstorm ideas","Chat","22",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bb00a5e72f493ea582a11_632477da0c3f22323d039ea3_home-small.png","Murf.ai","AI realistic text-to-speech voice generator","Text-To-Speech","22",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bb00c5ba1add9ff8c1abc_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1665622638602x985604001714210400%252FScreen%252520Shot%2525202022-10-12%252520at%2525208.57.04%252520PM.jpeg","Excel Formula Bot","Use normal language to create complex Excel formulas","Generative Code","22","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639b940fd9aa2644ab8d97f9_xpression_ogp.png","Xpression Camera","Real-time AI-generated face filtering app","Motion Capture","22","Generative Video"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4b9aac4c2a5838f157f0_63bb5f5d3d3d7aedff6a7c67_1.jpeg","LanguagePro","Use AI to help you learn a new language","Translation","22","Self-Improvement"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dab68cf8fab9997e9f5495_logo.16b1f4c638d85ecf57fd.png","AICheatCheck","Detect AI-generated content in English text","AI Detection","22",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dc0dcca5f64cd628af3437_62ffdacc04cc42ceecbe4e62_website%2520thumbnail.png","Maverick","Ecommerce tool to create personalized video messages","Marketing","22",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ebff1674ba015e01533903_meta-preview.png","Dumme","A short video generator and upload with captions, titles, and descriptions.","Generative Video","22",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f0098c4164cbb1f7e26a05_og-where-to.jpeg","Where to?","A tool to find and explore nearby places.","For Fun","22",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ccecdf5414f1cb41870a4_social.png","Whisper (OpenAI)","Translate audio or video to text with language translation","Speech-To-Text","22","Translation"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71abd0496e9a3155627db_63b5e1135987921d95a79b41_80049646-99e3-41e1-b162-dd8f3912385c.png","Mokker AI","Professional photos of your product","Generative Art","21","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b83a28b07804218559819c_1200x630wa.png","AI Writer","A writing tool that uses AI to enhance writing quality","Copywriting","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ac31bab43ca50f32593f8_639a92ed3df148b5a6af0a2e_Screenshot%2520(27).png","ClipDrop","Upscale images, remove backgrounds, remove unwanted elements from images","Image Improvement","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b721f91087d22d29113434_scispace-cover.png","SciSpace by Typeset","Discover, Create, and Publish your research paper","Research","21","Chat"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cee319dbf63736be570da7_novelai_logomark_dark.png","NovelAI","Generate human-like writing based on user input","Copywriting","21","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a2150554d1eb6a5d2734fa_logo.png","ddmm","Literally search any image on the internet","Research","21","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63eaae3993f02557e16afa2c_poster-img-fb.png","Muse AI","An all-in-one video hosting provides 4K playback, analytics, and AI search.","Video Editing","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71aada698140e64acb6c7_63a9f1bdf1c7f62815f25bd9_1661503084835_c464da95.webp","6pen Art","Turn text descriptions into Anime paintings","Generative Art","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cdee4a5d5cee048986470e_cropped-AI_Screenwriter_logo_Aqua_Full-1.png","AI Screenwriting Tool","AI-powered screenwriting tool","Copywriting","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dc22eae06cc25f17429dd7_50fda90a-3fe7-40e1-9001-5c8a966cb3f7.png","Parentivity Bot","Parenting advice powered by AI","Self-Improvement","21","Chat"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e1dc234ee37e2848680110_Screenshot-2-6-2023-9.05.30%20PM.png","GPT Travel Advisor","Create a travel itinerary for any city in the world","For Fun","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bc4b6d60b5ed82d920f28d_og.jpeg","Magician for Figma","AI-powered design tool for Figma","Copywriting","21","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e329d828217c05f316987e_saasprompts_opengraph_1-1024x538.png","SaaS Prompts","500+ actionable AI prompt ideas for SaaS founders","Prompt Guides","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d812d157323401054dd593_were-the-first-copywriting.png","Anyword","AI copywriting tool","Copywriting","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ac4f974ff57e32c6c2605_photobooth_cover_11212022_191151.jpeg","OpenArt Photo Booth","A tool that makes it simple to train your likeness into AI","Avatar","21","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dab0e4d05b02c4e41c556d_meta-image.png","A.V. Mapping","Helps filmmakers and musicians find the perfect music for their projects","Music","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f3e799c448e3b5f5e8d6c4_create_account.webp","AiBERT","A WhatsApp Bot for generating visuals and ChatGPT results.","Chat","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ac31ba9624303044a727c_63996e8028a4d13366cc0117_colab_favicon_256px.png","Clip Interrogator","Plug-in an image and it will attempt to give you a prompt to replicate that image","Generative Art","21","Image Scanning"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ac31ba9624303044a727c_63996e8028a4d13366cc0117_colab_favicon_256px.png","Automatic 1111","Web-based Dreambooth Google Colab","Generative Art","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ab58f94ec9c443368d7_63b48760c8dd1a7b0248288c_headphone_illust.png","DeepZen","Text-to-speech with lifelike audio","Text-To-Speech","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c05d35ba2c5d9e750a43e6_cK16UDrKcAtUQG9cTknlEn59DIE.jpeg","Mason","AI-powered data analytics for teams building software","Productivity","21","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4b97814110a353cdf156_63b7230cd11b81599f6cfcf0_63850f3bb5de5119508683aa_HomepageHero-p-800.png","Glean AI","Streamlines accounts payable processes to make smarter financial decisions.","Finance","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63faf658205bcb4255940964_639db4f63c2d581e9a6e6b5a_Frame%2520249.png","Robin AI","A tool for automating sales funnel.","Marketing","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d960ab2f85c36cbea9e835_Astria.jpg","Astria","Trains AI Image models for you on their servers","Generative Art","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ade7c91d9c96ca3dafe427_photoroom-en.png","PhotoRoom","Photo editing platform with powerful tools","Image Improvement","21","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ac1e6cbc56e9c284fa0_63a4d8ba63af21394f60e52d_Screenshot%2520(59).png","PromptBase","Buy and sell prompts for various AI tools","Prompt Guides","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c59521dd9a320fa5b2fb29_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1673609379908x706951975014431100%252FUntitled%252520design%252520-%2525202023-01-13T112907.775.png","Getaiway","Create personalized, budget-friendly travel plans","For Fun","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d41bc27596003964fccd13_igvwU5eG_400x400.jpg","Pollinations","Integrate AI creation within your site or community","Generative Art","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d9646bc038227774e6ba9b_Screenshot-1-31-2023-10.56.35%20AM.png","CodeCode","Helps programmers estimate the time and space complexity of their code","Generative Code","21",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e09577b316c0d7d1bd536f_keyword-to-infographic-converter.png","Infographic Ninja","Automated infographic maker based on a keyword and title.","Marketing","20",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c9abc3de79c8212c247fac_generatorxyz-screen.png","Generator XYZ","AI Generator platfom for bloggers and marketeers","Social Media","20",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ade7d0db788e27531fe52e_s.png","Samplette","Randomized, uncleared music samples from YouTube","Music","20",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c04528a98889a78db6bd84_63a4540316e186564a1149d0_AI-OpenGraph.png","bardeen","Use AI to automate a lot of manual workflows","Generative Code","20","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e880d7477d25e8c03363c6_kwirk-logo.png","Kwirk","An office application for document management, summarization, feedback, and translation services.","Productivity","20",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bc4b6ea5cf1e2e8fa34aff_peopleai.png","PeopleAI","Chat with and learn from historical figures","Chat","20","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4b9fc9d13e3c65ba1ef1_63bb624ce7d3d485a70a4191_Devices_wiht_ipad_bce87d9f5f.webp","Moises App","Remove vocals and instruments from songs","Music","20",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ade7c009e97819ce7a5b57_073cc2_5c65ab20216a45ebba230d41502e6efc%257Emv2.png","Sumly.AI","AI podcast summaries of your favorite shows","Speech-To-Text","20","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b266c5c75920195103dbf1_god-in-a-box.jpeg","God In A Box","GPT3 inside of WhatsApp","Chat","20",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f9a848f738502eff5124b6_ogImage.png","Pixelicious","An online converter tool turns images into pixel art.","Generative Art","20",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cb2087ea97be1089b58fba_baa172_8f4469a624ae459caebf4a6386467a6e_mv2.png","SkimIt.ai","Get an ai summary of any article delivered to your inbox","Productivity","20",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c85d16763719398adc7010_1ed7cd5f-8842-4e3e-ba97-a5f0138c9c7e.png","Komo Search","Generative AI to Put Your Search Journeys First","Chat","20",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f57da02adef9116f8e85fc_copilotly-widget.png","Copilotly","An ai assistant to improve writing, research, and problem-solving.","Marketing","20",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ae7beaff0d713c96b2b95a_ogp.png","Penelope AI","AI writing assistant","Copywriting","20",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d812c8ae35923d71d77bfe_og.jpeg","Dreamhouse AI","Interior design inspirations for your rooms","For Fun","20","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d812be0e3359ef6ffde9c4_1200x630wa.png","ProjectAi","Provides students with helpful tools and resources to improve their learning and studying","Research","19",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4b9c48f0a958f17693c6_63bb6a9e2d482172486626a8_v1-5.jpeg","Mage.Space","Web-based AI art generator that leverages Stable Diffusion","Generative Art","19",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639b940e6533ae338c152ce5_63931d110aa6200b7694a3ec_rokoko.com%2520homepage.jpeg","Rokoko","Create motion capture animations using your webcam","Motion Capture","19","Image Scanning"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d2cabef029fc58ce3d946f_og-image.png","Neeva","Private search engine with AI","Research","19",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dabcd356f75f389e42683c_Contlo-ai-product-1-1.png","Contlo.AI","AI-powered marketing platform","Chat","19","Copywriting"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e83f5bc5db5606d31a3237_Preview-image.png","Kaedim","A tool that enables users to generate 3D models from 2D images.","Gaming","19","Generative Art"
